Name,Description,Detail Page URL,Page
Spa Creek Conservancy,Stewardship of the Spa Creek watershed through education preservation mitigation and restoration. Based in Annapolis MD.,https://directories.onepercentfortheplanet.org/profile/spa-creek-conservancy,19
Riverwind Foundation,Small nonprofit protecting the wild places of Jackson WY.,https://directories.onepercentfortheplanet.org/profile/riverwind-foundation,19
Granite Backcountry Alliance,Improving backcountry skiing terrain in New Hampshire and Western Maine. Based in Conway NH.,https://directories.onepercentfortheplanet.org/profile/granite-backcountry-alliance,19
Global Ocean Trust,Delivering ocean solutions that protect marine ecosystems biodiversity and climate resilience. Based in Berlin Germany.,https://directories.onepercentfortheplanet.org/profile/global-ocean-trust,20
Save Bristol Bay,Working to stop the Pebble mine and protect the Bristol Bay salmon fishery. Based in Anchorage AK.,https://directories.onepercentfortheplanet.org/profile/save-bristol-bay,20
Do Good Shit,Addressing waste management problems in outdoor recreation areas. Based in Truckee CA.,https://directories.onepercentfortheplanet.org/profile/do-good-shit,20
Northwest Outward Bound School,Providing experiential and outdoor learning experiences for students of all ages. Based in Portland OR.,https://directories.onepercentfortheplanet.org/profile/northwest-outward-bound-school,20
Sea the Change,Happy Healthy Sustainable Communities. Based in Eyemouth Scottish Borders UK.,https://directories.onepercentfortheplanet.org/profile/sea-the-change,20
For the Love of Bees,Growing radical hope through food. Based in Auckland New Zealand.,https://directories.onepercentfortheplanet.org/profile/for-the-love-of-bees,20
Fundacion Plastico Project,Environmental NGO fighting plastic pollution in Ecuador. Based in Quito Ecuador.,https://directories.onepercentfortheplanet.org/profile/fundacin-plastico-project,20
Winneshiek Energy District,Promoting economic health and sustainable development through reducing energy costs. Based in Decorah IA.,https://directories.onepercentfortheplanet.org/profile/winneshiek-energy-district,20
CEE Bankwatch Network,Climate Adaptation focused organization in Prague Czechia.,https://directories.onepercentfortheplanet.org/profile/cee-bankwatch-network,20
no2plastic,Reducing single-use plastics for the benefit of human and planet health. Based in Bend OR.,https://directories.onepercentfortheplanet.org/profile/no2plastic,20
Deep Creek Watershed Foundation Inc,Supporting environmental protection and educational programs for the Deep Creek Watershed. Based in Oakland MD.,https://directories.onepercentfortheplanet.org/profile/deep-creek-watershed-foundation-inc,20
Atelier d Architecture Autogeree,Terrestrial Ecosystems focused organization in Paris France.,https://directories.onepercentfortheplanet.org/profile/atelier-darchitecture-autogre,20
350 Colorado,Building the local grassroots movement to solve the climate crisis in Colorado. Based in Boulder CO.,https://directories.onepercentfortheplanet.org/profile/350-colorado,20
SevenGen Energy,Indigenous youth council committed to a sustainable and equitable energy future. Based in Winnipeg MB Canada.,https://directories.onepercentfortheplanet.org/profile/sevengen-energy,20
Avant lorage,Biodiversity & Wildlife+1 focused organization in Paris France.,https://directories.onepercentfortheplanet.org/profile/avant-lorage,20
Light House Sustainability Society,Advancing regenerative and circular practices for healthy resilient communities. Based in Vancouver BC Canada.,https://directories.onepercentfortheplanet.org/profile/light-house-sustainability-society,20
Connecticut Roundtable on Climate and Jobs,Advocating for a just transition to a low-carbon economy in Connecticut. Based in Clinton CT.,https://directories.onepercentfortheplanet.org/profile/connecticut-roundtable-on-climate-and-jobs,20
Stripers Forever,Biodiversity & Wildlife+1 focused organization in Newbury MA.,https://directories.onepercentfortheplanet.org/profile/stripers-forever,20
natur&emwelt a.s.b.l.,Biodiversity & Wildlife+1 focused organization in Kockelscheuer Luxembourg.,https://directories.onepercentfortheplanet.org/profile/naturmwelt-asbl,20
Climbing Resource Access Group of Vermont (CRAG-VT),Nature Access+1 focused climbing access organization in Burlington VT.,https://directories.onepercentfortheplanet.org/profile/climbing-resource-access-group-of-vermont-cragvt,20
