Name,Description,Detail Page URL,Page
New York Sun Works,Brings hydroponic technology to schools to teach sustainability science and climate education. Based in New York NY.,https://directories.onepercentfortheplanet.org/profile/new-york-sun-works,9
The Renewable Resources Foundation,Freshwater Ecosystems focused organization in Anchorage AK.,https://directories.onepercentfortheplanet.org/profile/the-renewable-resources-foundation,9
Mizumiyama No Midori To Mizu Wo Mamoru Kai,Terrestrial Ecosystems focused organization in Tokyo Japan.,https://directories.onepercentfortheplanet.org/profile/mizumiyama-no-midori-to-mizu-wo-mamoru-kai,9
Carrboro Bicycle Coalition,Climate Adaptation focused organization in Carrboro NC.,https://directories.onepercentfortheplanet.org/profile/carrboro-bicycle-coalition,9
Minnesota Land Trust,Freshwater Ecosystems focused organization in St. Paul MN.,https://directories.onepercentfortheplanet.org/profile/minnesota-land-trust,10
Initiatives de Developpement Strategique (I.D.S),Toxics & Pollution focused organization in Rillieux-la-Pape France.,https://directories.onepercentfortheplanet.org/profile/initiatives-de-dveloppement-stratgique-ids,10
Environmental Travel Companions,Makes outdoor adventures accessible to people with disabilities and under-resourced youth. Based in San Francisco CA.,https://directories.onepercentfortheplanet.org/profile/environmental-travel-companions,10
Ashland Woodlands and Trails Association,Terrestrial Ecosystems focused organization in Ashland OR.,https://directories.onepercentfortheplanet.org/profile/ashland-woodlands-and-trails-association,10
Rural Advancement Foundation International-USA (RAFI-USA),Supports and advocates for economically racially and ecologically just farm communities. Based in Pittsboro NC.,https://directories.onepercentfortheplanet.org/profile/rural-advancement-foundation-internationalusa-rafiusa,10
Nevada Land Trust,Terrestrial Ecosystems focused organization in Reno NV.,https://directories.onepercentfortheplanet.org/profile/nevada-land-trust,10
Vermont Green Building Network,Working towards ensuring all Vermont residents have green healthy spaces to live work and play.,https://directories.onepercentfortheplanet.org/profile/vermont-green-building-network,10
John Muir Land Trust,Terrestrial Ecosystems focused organization in Martinez CA.,https://directories.onepercentfortheplanet.org/profile/john-muir-land-trust,10
CRIIGEN,Committee for Independent Research and Information on Genetic Engineering assessing risks of GMOs and pesticides. Based in Poitiers France.,https://directories.onepercentfortheplanet.org/profile/criigen,10
CicLAvia,501(c)(3) that catalyzes vibrant public spaces active transportation and good health through car-free streets. Based in Los Angeles CA.,https://directories.onepercentfortheplanet.org/profile/ciclavia,10
Garfield Park Conservatory Alliance,Climate Adaptation focused organization in Chicago IL.,https://directories.onepercentfortheplanet.org/profile/garfield-park-conservatory-alliance,10
New Hampshire Rivers Council,Ecologically sound management of New Hampshires rivers watersheds and related natural resources. Based in Concord NH.,https://directories.onepercentfortheplanet.org/profile/new-hampshire-rivers-council,10
The Whale Museum,Promotes stewardship of whales and the Salish Sea ecosystem through education and research. Based in Friday Harbor WA.,https://directories.onepercentfortheplanet.org/profile/the-whale-museum,10
City Sprouts,Food Systems focused organization in Omaha NE.,https://directories.onepercentfortheplanet.org/profile/city-sprouts,10
Lake Pend Oreille Waterkeeper (LPOW),Freshwater Ecosystems focused organization in Sandpoint ID.,https://directories.onepercentfortheplanet.org/profile/lake-pend-oreille-waterkeeper-lpow,10
Ausable Freshwater Center,Building a better future for Adirondack communities through science-based freshwater stewardship. Based in Wilmington NY.,https://directories.onepercentfortheplanet.org/profile/ausable-river-association,10
Fondation Monique-Fitz-Back pour leducation au developpement durable,Climate Adaptation focused educational foundation in Quebec QC Canada.,https://directories.onepercentfortheplanet.org/profile/fondation-moniquefitzback-pour-lducation-au-dveloppement-durable,10
Mosquito Range Heritage Initiative,Terrestrial Ecosystems focused organization in Alma CO.,https://directories.onepercentfortheplanet.org/profile/mosquito-range-heritage-initiative,10
Its Time Foundation,Provides clean free solar energy for lighting and computers to island schools. Based in Corrimal NSW Australia.,https://directories.onepercentfortheplanet.org/profile/its-time-foundation,10
Power2Sustain,Environmental literacy project teaching and empowering K-12 students to sustain their natural world. Based in Santa Cruz CA.,https://directories.onepercentfortheplanet.org/profile/power2sustain,10
