Name,Description,Detail Page URL,Page
Buffalo Bayou Partnership,Freshwater Ecosystems focused organization in Houston TX.,https://directories.onepercentfortheplanet.org/profile/buffalo-bayou-partnership,30
Dolphins Plus Oceanside Marine Mammal Responder Inc.,Whale and dolphin research education conservation rescue and rehabilitation facility. Key Largo FL.,https://directories.onepercentfortheplanet.org/profile/dolphins-plus-oceanside-marine-mammal-responder-inc,30
Wasatch Trails Foundation,Terrestrial Ecosystems focused organization in Heber City UT.,https://directories.onepercentfortheplanet.org/profile/wasatch-trails-foundation,30
XCSS - Cross Country Skiing Sand,Ultra-endurance combination in hot desert environments raising climate change awareness. Paris France.,https://directories.onepercentfortheplanet.org/profile/xcss-cross-country-skiing-sand,30
Semeurs de Forets,Returning land to nature by planting new forests. Enghien-les-Bains France.,https://directories.onepercentfortheplanet.org/profile/semeurs-de-forts,30
PLANTED HQ gGmbH,Helping companies and individuals engage in climate protection by planting trees in Germany. Cologne Germany.,https://directories.onepercentfortheplanet.org/profile/planted-hq-ggmbh,30
The Rockfall Foundation,Envisioning healthy quality of life through environmental stewardship planning and education. Middletown CT.,https://directories.onepercentfortheplanet.org/profile/the-rockfall-foundation,30
Sea Hugger,Nonprofit focused on protecting and healing the marine environment from plastic pollution. Half Moon Bay CA.,https://directories.onepercentfortheplanet.org/profile/sea-hugger,30
Verein Klimaschutz Schweiz,Building a broad independent network for climate protection in Switzerland. Zurich Switzerland.,https://directories.onepercentfortheplanet.org/profile/verein-klimaschutz-schweiz,30
Habitable,Vision that all people and planet thrive when materials economy is in balance with earths natural systems. Washington DC.,https://directories.onepercentfortheplanet.org/profile/habitable,30
Bluegrass Land Conservancy,Terrestrial Ecosystems focused organization in Lexington KY.,https://directories.onepercentfortheplanet.org/profile/bluegrass-land-conservancy,30
Douglaston Garden Club Inc.,Promoting mutual helpfulness in gardening and maintaining public spaces. Flushing NY.,https://directories.onepercentfortheplanet.org/profile/douglaston-garden-club-inc,30
Apparel Impact Institute,Identifying funding and scaling proven quality solutions for positive impact in apparel industry. Oakland CA.,https://directories.onepercentfortheplanet.org/profile/apparel-impact-institute,30
Agir pour le Climat Charente Maritime,Climate Adaptation focused organization in Rochefort France.,https://directories.onepercentfortheplanet.org/profile/agir-pour-le-climat-charente-maritime,30
Mishas Kindness Inc.,Creating programs for underserved youth focusing on sustainable environment health and education. Los Angeles CA.,https://directories.onepercentfortheplanet.org/profile/mishas-kindness-inc,30
Matanzas Riverkeeper,Waterkeeper combining firsthand knowledge of waterways with commitment to community rights. St. Augustine FL.,https://directories.onepercentfortheplanet.org/profile/matanzas-riverkeeper,30
Ribble Rivers Trust,Working together to protect our rivers. Clitheroe Lancashire UK.,https://directories.onepercentfortheplanet.org/profile/ribble-rivers-trust,30
Lanka Environment Fund,Biodiversity & Wildlife focused organization in Galle Sri Lanka.,https://directories.onepercentfortheplanet.org/profile/lanka-environment-fund,30
Eureka Recycling,Nonprofit zero waste organization and social enterprise recycler serving Twin Cities since 2001. Minneapolis MN.,https://directories.onepercentfortheplanet.org/profile/eureka-recycling,30
Ilots Paysans,Agricultural test space offering people to test farming projects in reversible and secure settings. Clermont-Ferrand France.,https://directories.onepercentfortheplanet.org/profile/ilots-paysans,31
Megunticook Watershed Association,Freshwater Ecosystems focused organization in Camden ME.,https://directories.onepercentfortheplanet.org/profile/megunticook-watershed-association,31
The Organic Cotton Accelerator,Farmers-focused organisation improving livelihoods of organic cotton farmers in India and Pakistan. Amsterdam Netherlands.,https://directories.onepercentfortheplanet.org/profile/the-organic-cotton-accelerator,31
Montana Rivers (Montana River Action Network),Conserving rivers through outreach restoration and advocacy. Bozeman MT.,https://directories.onepercentfortheplanet.org/profile/montana-rivers-aka-montana-river-action-network,31
Hope for the Future,Working towards a UK where communities and politicians collaborate effectively on climate change. Sheffield UK.,https://directories.onepercentfortheplanet.org/profile/hope-for-the-future,31
ADEAR 45,Food Systems focused organization in Jargeau France.,https://directories.onepercentfortheplanet.org/profile/adear-45,31
Timucuan Parks Foundation,Creating one of the largest urban preservation networks to protect Jacksonvilles natural areas. Jacksonville FL.,https://directories.onepercentfortheplanet.org/profile/timucuan-parks-foundation,31
M3F Fest,Eclectic music festival donating 100% of proceeds to charity. Phoenix AZ.,https://directories.onepercentfortheplanet.org/profile/m3f-fest,31
Worldrise ONLUS,Non-profit working for over a decade to effectively conserve the Italian seas. Milan Italy.,https://directories.onepercentfortheplanet.org/profile/worldrise-onlus,31
University of Alberta: Canadian Ice Core Lab,Climate Adaptation focused organization in Edmonton AB Canada.,https://directories.onepercentfortheplanet.org/profile/the-governors-of-the-university-of-alberta,31
FreeMe Wildlife,World-class self-sustaining leading rehabilitation facility for indigenous wildlife in Southern Africa. Howick South Africa.,https://directories.onepercentfortheplanet.org/profile/freeme-wildlife,31
Granite Outdoor Alliance,Educating and advancing the NH outdoor industry toward sustainable and responsible future. Conway NH.,https://directories.onepercentfortheplanet.org/profile/granite-outdoor-alliance,31
Les petites lOuches,Food products storage and logistics platform supporting integration workshop. Bernay France.,https://directories.onepercentfortheplanet.org/profile/les-petites-louches,31
Trust Montana,Statewide community land trust preserving affordability of homes farms and land-based assets. Missoula MT.,https://directories.onepercentfortheplanet.org/profile/trust-montana,31
Redwood Empire Food Bank,Largest hunger-relief organization serving Sonoma Lake Mendocino Humboldt and Del Norte counties. Santa Rosa CA.,https://directories.onepercentfortheplanet.org/profile/redwood-empire-food-bank,31
WWF New Zealand,Part of the WWF International Network established as a charitable trust in 1975. Wellington New Zealand.,https://directories.onepercentfortheplanet.org/profile/wwf-new-zealand,31
Campus de la Transition,Teaching research and experimentation center for ecological and solidarity transition. Forges France.,https://directories.onepercentfortheplanet.org/profile/campus-de-la-transition,31
HAPPYCULTEUR,Supporting citizens to engage at their level for bee and biodiversity protection. Paris France.,https://directories.onepercentfortheplanet.org/profile/happyculteur,31
Black Girls Hike UK C.I.C,Terrestrial Ecosystems focused organization in Manchester UK.,https://directories.onepercentfortheplanet.org/profile/black-girls-hike-uk-cic,31
The Oceancy MTU,Carrying out conservation and restoration projects such as mangrove seagrass and coral restoration. Estonia.,https://directories.onepercentfortheplanet.org/profile/the-oceancy-mt,31
Seafood and Gender Equality,Promoting gender equality in the global seafood sector. Berkeley CA.,https://directories.onepercentfortheplanet.org/profile/seafood-and-gender-equality,32
Innovations Blues,Wants humans to be actors of the Oceans and the Aquaspheres preservation. Paris France.,https://directories.onepercentfortheplanet.org/profile/innovations-blues,32
Good360 Australia Ltd,Connecting charities schools and vulnerable people with businesses donating unsold goods. Smithfield NSW Australia.,https://directories.onepercentfortheplanet.org/profile/good360-australia-ltd,32
Friends of Kootenay Lake Stewardship Society,Freshwater Ecosystems focused organization in Nelson BC Canada.,https://directories.onepercentfortheplanet.org/profile/friends-of-kootenay-lake-stewardship-society,32
Blue Latitudes Foundation,Non-profit organized for charitable educational and scientific purposes. Kittery ME.,https://directories.onepercentfortheplanet.org/profile/blue-latitudes-foundation,32
Rocket Seeder Limited,Supporting early stage startups aligned to UN SDGs. South Melbourne VIC Australia.,https://directories.onepercentfortheplanet.org/profile/rocket-seeder-limited,32
Clean River Project,Non-profit dedicated to cleaning and preservation of the Merrimack River. Methuen MA.,https://directories.onepercentfortheplanet.org/profile/clean-river-project-1,32
Les jardins partages du grand Cerf,Creating maintaining and animating shared gardens in Ronchin France.,https://directories.onepercentfortheplanet.org/profile/les-jardins-partags-du-grand-cerf,32
City Plants,Climate Adaptation focused organization in Los Angeles CA.,https://directories.onepercentfortheplanet.org/profile/city-plants,32
Guy Harvey Ocean Foundation,Conducts scientific research and hosts educational programs for marine environment conservation. Dania Beach FL.,https://directories.onepercentfortheplanet.org/profile/guy-harvey-ocean-foundation,32
Carbon Cycle Institute,Working at intersection of climate science and agriculture supporting farmers and ranchers. Petaluma CA.,https://directories.onepercentfortheplanet.org/profile/carbon-cycle-institute,32
Climate First Foundation Inc.,Climate Adaptation focused organization in St Petersburg FL.,https://directories.onepercentfortheplanet.org/profile/climate-first-foundation-inc,32
Small Is Beautiful,Climate Adaptation focused organization in Seoul Republic of Korea.,https://directories.onepercentfortheplanet.org/profile/small-is-beautiful,32
Rescue a Reef,University of Miamis coral restoration program building community and coastal resilience. Miami FL.,https://directories.onepercentfortheplanet.org/profile/rescue-a-reef,32
Turtles Fly Too Inc.,Biodiversity & Wildlife focused organization in Boise ID.,https://directories.onepercentfortheplanet.org/profile/turtles-fly-too-inc,32
Flywheel Social Enterprise Hub,Food Systems focused organization in Cincinnati OH.,https://directories.onepercentfortheplanet.org/profile/flywheel-social-enterprise-hub,32
International Wildlife Rehabilitation Council,Improving wildlife care worldwide through science-based knowledge. Eugene OR.,https://directories.onepercentfortheplanet.org/profile/international-wildlife-rehabilitation-council,32
Intersectional Environmentalist,501c3 eco-media company inspiring climate action through art education and storytelling. Los Angeles CA.,https://directories.onepercentfortheplanet.org/profile/intersectional-environmentalist,32
Sentinel Ocean Alliance,Grass-roots non-profit serving underprivileged coastal communities in Cape Town South Africa.,https://directories.onepercentfortheplanet.org/profile/sentinel-ocean-alliance,32
Miti Global Foundation,Climate Adaptation focused organization in Nairobi Kenya.,https://directories.onepercentfortheplanet.org/profile/miti-global-foundation,32
Good Market,Curated community of social enterprises working together for a 21st century economy. Phoenix AZ.,https://directories.onepercentfortheplanet.org/profile/good-market,33
La Tricyclerie Saint-Nazaire,Bio-waste collection by bicycle trailer in Saint-Nazaire France.,https://directories.onepercentfortheplanet.org/profile/la-tricyclerie-saintnazaire,33
AUNIS EN TRANSITION (AET),Support collective for local actors working for ecological democratic and solidarity transition. La Rochelle France.,https://directories.onepercentfortheplanet.org/profile/aunis-en-transition-aet,33
Oregon Food Bank,Ending hunger in Oregon through community connections and power building. Portland OR.,https://directories.onepercentfortheplanet.org/profile/oregon-food-bank,33
Players for the Planet,Athletes united for global change. Los Angeles CA.,https://directories.onepercentfortheplanet.org/profile/players-for-the-planet,33
Whidbey Island Nourishes,Providing healthy weekend meals and nutritional support to children and teens. Langley WA.,https://directories.onepercentfortheplanet.org/profile/whidbey-island-nourishes,33
Nuestra Tierra Conservation Project,Elevating and amplifying stories of people of color rooted in Latinx experiences. Las Cruces NM.,https://directories.onepercentfortheplanet.org/profile/nuestra-tierra-conservation-project,33
BizforClimate,Business-led movement promoting action to address climate change. Winnipeg MB Canada.,https://directories.onepercentfortheplanet.org/profile/bizforclimate,33
Utah Animal Rights Coalition (UARC),Food Systems focused organization in Salt Lake City UT.,https://directories.onepercentfortheplanet.org/profile/utah-animal-rights-coalition-uarc,33
Borneo Orangutan Survival (BOS) USA,Saving orangutans through rescue rehabilitation and reintroduction to protected rainforests. San Jose CA.,https://directories.onepercentfortheplanet.org/profile/borneo-orangutan-survival-bos-usa,33
Chicago Resource Center,Food Systems focused organization in Chicago IL.,https://directories.onepercentfortheplanet.org/profile/chicago-resource-center,33
Tyne Rivers Trust,Environmental charity dedicated to improving and protecting the Tyne Rivers. Corbridge UK.,https://directories.onepercentfortheplanet.org/profile/tyne-rivers-trust,33
Fair Trade Federation,Trade association of fair trade enterprises committed to equitable trading partnerships. Lancaster PA.,https://directories.onepercentfortheplanet.org/profile/fair-trade-federation,33
WattTime,Environmental tech nonprofit empowering people to slash emissions and choose cleaner energy. Oakland CA.,https://directories.onepercentfortheplanet.org/profile/watttime,33
Le Bocal Local,Integration workshop supporting people far from employment through local food capacity work. Latresne France.,https://directories.onepercentfortheplanet.org/profile/le-bocal-local,33
GIS-E,Climate Adaptation focused organization in London UK.,https://directories.onepercentfortheplanet.org/profile/gise,33
Idaho Walk Bike Alliance,Terrestrial Ecosystems focused organization in Boise ID.,https://directories.onepercentfortheplanet.org/profile/idaho-walk-bike-alliance,33
Sustainable Resilient Longmont,Providing programming focused on zero waste renewable energy and youth environmental stewardship. Longmont CO.,https://directories.onepercentfortheplanet.org/profile/sustainable-resilient-longmont,33
Custom Collaborative,Terrestrial Ecosystems focused organization in New York NY.,https://directories.onepercentfortheplanet.org/profile/custom-collaborative,33
Les Jardins Reconnaissants,Food Systems focused organization in Mont-de-Marsan France.,https://directories.onepercentfortheplanet.org/profile/les-jardins-reconnaissants,33
Innoceana,International marine conservation nonprofit protecting the ocean with innovation through education. Riverside CA.,https://directories.onepercentfortheplanet.org/profile/innoceana,34
Friends Of Red River Gorge Inc.,Assisting USFS in protecting and administering the Red River Gorge. Lexington KY.,https://directories.onepercentfortheplanet.org/profile/friends-of-red-river-gorge-inc,34
Imani Collective,Striving to be ethically responsible and environmentally friendly with local raw organic materials. Farmers Branch TX.,https://directories.onepercentfortheplanet.org/profile/imani-collective,34
Marine Life Rescue Project,Biologists researchers and interns discovering solutions to rescue oceans and marine life. Clearwater FL.,https://directories.onepercentfortheplanet.org/profile/marine-life-rescue-project,34
Artula Institute for Art and Environmental Education,Focusing on plastic pollutions in waterways and oceans. Bandon OR.,https://directories.onepercentfortheplanet.org/profile/artula-institute-for-art-and-environmental-education,34
Sea Save Foundation,Documenting ocean challenges developing solutions and arming public and decision makers. Malibu CA.,https://directories.onepercentfortheplanet.org/profile/sea-save-foundation,34
Native Like Water / One World Bridge,Native American Indigenous ecological knowledge ocean coastal recreation and conservation. Imperial Beach CA.,https://directories.onepercentfortheplanet.org/profile/native-like-water-one-world-bridge,34
Outdoor F.U.T.U.R.E Initiative,Terrestrial Ecosystems focused organization in Las Cruces NM.,https://directories.onepercentfortheplanet.org/profile/outdoor-future-initiative,34
Stable Harvest Farm,Charity farm building community hub based on sustainable land-use practices. Langley BC Canada.,https://directories.onepercentfortheplanet.org/profile/stable-harvest-farm,34
Animal Justice Project,UK-based NGO campaigning for animal rights since 2014. London UK.,https://directories.onepercentfortheplanet.org/profile/animal-justice-project,34
Seeding Sovereignty,Acting in kinship and building community. Brooklyn NY.,https://directories.onepercentfortheplanet.org/profile/seeding-sovereignty,34
Steep Rock Association Inc.,Nonprofit land trust supported by public donations in Washington CT.,https://directories.onepercentfortheplanet.org/profile/steep-rock-association-inc,34
Dutchess Land Conservancy,Land trust in Millbrook NY.,https://directories.onepercentfortheplanet.org/profile/dutchess-land-conservancy,34
SAMU de LEnvironnement Bourgogne Franche-Comte,Toxics & Pollution focused organization in Audincourt France.,https://directories.onepercentfortheplanet.org/profile/samu-de-lenvironnement-bourgogne-franchecomt,34
Big Scrub Rainforest Conservancy,Non-profit community conservation organisation saving the Big Scrub rainforest in Byron Bay Australia.,https://directories.onepercentfortheplanet.org/profile/big-scrub-rainforest-conservancy,34
A Good Thing CIC,Making it easy for businesses to donate unwanted items directly to local charities. London UK.,https://directories.onepercentfortheplanet.org/profile/a-good-thing-cic,34
UNISOAP,Recycling used hotel soaps to give hygiene access to the underprivileged. Caluire et Cuire France.,https://directories.onepercentfortheplanet.org/profile/unisoap,34
Surfrider Foundation Miami Chapter,Environmental non-profit dedicated to protection and enjoyment of worlds ocean waves and beaches. Miami Beach FL.,https://directories.onepercentfortheplanet.org/profile/surfrider-foundation-miami-chapter,34
The Land Trust Alliance,Goal to conserve 60 million acres by end of 2030 for climate crisis. Washington DC.,https://directories.onepercentfortheplanet.org/profile/the-land-trust-alliance,34
Les Urbaculteurs - Resilience Urbaine,Urban agro-ecosystem open source model with carbon storage biodiversity and food production. Champagne St Hilaire France.,https://directories.onepercentfortheplanet.org/profile/les-urbaculteurs-rsilience-urbaine,34
Food Rescue US,Disrupting food waste cycle by diverting nutritious excess food to social service agencies. Stamford CT.,https://directories.onepercentfortheplanet.org/profile/food-rescue-us,35
Nature United,Building diverse partnerships to protect lands and waters. Toronto ON Canada.,https://directories.onepercentfortheplanet.org/profile/nature-united,35
Girls on Ice Canada,Offering tuition-free science-immersion summer wilderness expeditions. Canmore AB Canada.,https://directories.onepercentfortheplanet.org/profile/girls-on-ice-canada-alpine-club-of-canada,35
Girls on Ice Switzerland,Empowering young women through science art and wilderness exploration. Zurich Switzerland.,https://directories.onepercentfortheplanet.org/profile/girls-on-ice-switzerland,35
Les Invasifs,Promoting urban and peri-urban agriculture through permaculture. Paris France.,https://directories.onepercentfortheplanet.org/profile/les-invasifs,35
Susquehanna Greenway Partnership,Corridor of parks trails and communities connecting people to outdoors along the Susquehanna River. Lewisburg PA.,https://directories.onepercentfortheplanet.org/profile/susquehanna-greenway-partnership,35
Alaska Conservation Foundation,Protecting Alaskas natural environment and diverse cultures. Anchorage AK.,https://directories.onepercentfortheplanet.org/profile/alaska-conservation-foundation,35
Good Neighbor Family Pantry,Food Systems focused organization in Sherwood OR.,https://directories.onepercentfortheplanet.org/profile/good-neighbor-family-pantry,35
BirdWatch Ireland,Irelands largest and most active nature conservation NGO. Kilcoole Co. Wicklow Ireland.,https://directories.onepercentfortheplanet.org/profile/birdwatch-ireland,35
National Parks Partnerships LLP - UK National Parks Foundation,Supporting the UKs 15 National Parks for biodiversity and well-being. Carlisle UK.,https://directories.onepercentfortheplanet.org/profile/national-parks-partnerships-llp-uk-national-parks-foundation,35
OCompost,Climate Adaptation focused organization in Orleans France.,https://directories.onepercentfortheplanet.org/profile/ocompost,35
Faune Alfort,Association serving wildlife care training and biodiversity awareness. Maisons Alfort France.,https://directories.onepercentfortheplanet.org/profile/faune-alfort,35
PLANT-MY-TREE Die Stiftung,Nature and climate protection focused on protecting natural areas in Germany. Mulheim Germany.,https://directories.onepercentfortheplanet.org/profile/plantmytree-die-stiftung,35
St. Marys River Watershed Association,Dedicated to restoring and protecting the St. Marys River and Chesapeake Bay. St. Marys City MD.,https://directories.onepercentfortheplanet.org/profile/st-marys-river-watershed-association,35
Chimp Haven Inc.,Worlds largest chimpanzee sanctuary. Keithville LA.,https://directories.onepercentfortheplanet.org/profile/chimp-haven-inc,35
Keep Florida Beautiful,Litter/debris removal community greening waste reduction and environmental education. Tallahassee FL.,https://directories.onepercentfortheplanet.org/profile/keep-florida-beautiful,35
EarthShare Texas,Community conservation focused on water air recycling circular economy and wildlife rescue. Austin TX.,https://directories.onepercentfortheplanet.org/profile/earthshare-texas,35
Veterans Outdoor Advocacy Group,Terrestrial Ecosystems focused organization in Golden CO.,https://directories.onepercentfortheplanet.org/profile/veterans-outdoor-advocacy-group,35
Spirit North,Empowering Indigenous youth through land-based sport and play. Canmore AB Canada.,https://directories.onepercentfortheplanet.org/profile/spirit-north,35
Keep Grapevine Beautiful,Award-winning recognized leader in environmental stewardship since 1992. Grapevine TX.,https://directories.onepercentfortheplanet.org/profile/keep-grapevine-beautiful,35
We Are Grow,Everyone has the right to GROW. London UK.,https://directories.onepercentfortheplanet.org/profile/we-are-grow,36
Wounded Nature - Working Veterans,Toxics & Pollution focused organization in Charleston SC.,https://directories.onepercentfortheplanet.org/profile/wounded-nature-working-veterans,36
Redwood Trails Alliance,Increasing quality and quantity of trails to enhance experience for all users. Santa Rosa CA.,https://directories.onepercentfortheplanet.org/profile/redwood-trails-alliance,36
Save Strandzha,Grassroot activists preserving nature and advancing sustainable development of the Black Sea Coast. Sofia Bulgaria.,https://directories.onepercentfortheplanet.org/profile/save-strandzha,36
Earthrise Law Center,Team of attorneys working to achieve environmental improvements while teaching next generation advocates. Portland OR.,https://directories.onepercentfortheplanet.org/profile/earthrise-law-center,36
makesense,Giving everyone the power to act together for a sustainable and inclusive society. Paris France.,https://directories.onepercentfortheplanet.org/profile/makesense,36
FIG (Food Index for Good),Acting for sustainable food and accompanying restaurants toward eco-responsibility. Paris France.,https://directories.onepercentfortheplanet.org/profile/fig-food-index-for-good,36
Tolani Lake Enterprises,Food Systems focused organization in Winslow AZ.,https://directories.onepercentfortheplanet.org/profile/tolani-lake-enterprises,36
Environmental Justice Australia,National public interest legal centre using law to protect nature and safeguard climate. Melbourne VIC Australia.,https://directories.onepercentfortheplanet.org/profile/environmental-justice-australia,36
BikEquity Inc.,Climate Adaptation focused organization in Madison WI.,https://directories.onepercentfortheplanet.org/profile/bikequity-inc,36
National Parks Association of NSW,Working towards creating the Great Koala National Park. Pyrmont NSW Australia.,https://directories.onepercentfortheplanet.org/profile/national-parks-association-of-nsw,36
The Common Acre,Food Systems focused organization in Seattle WA.,https://directories.onepercentfortheplanet.org/profile/the-common-acre,36
Meissner Nordic Ski Club,Stewardship of winter ski trails at Virginia Meissner Sno-Park. Bend OR.,https://directories.onepercentfortheplanet.org/profile/meissner-nordic-ski-club,36
Beach Guardian CIC,Beach cleans and educational workshops about marine plastic pollution. Padstow Cornwall UK.,https://directories.onepercentfortheplanet.org/profile/beach-guardian-cic,36
Hawaii Uncharted Research Collective,Whale shark research non-profit merging community engagement and scientific research. Kailua Kona HI.,https://directories.onepercentfortheplanet.org/profile/hawaii-uncharted-research-collective,36
Mill Brook Preserve Inc.,Protecting Mill Brook Preserve in New Paltz NY maintaining wilderness feel with low-impact trails.,https://directories.onepercentfortheplanet.org/profile/mill-brook-preserve-inc,36
Camba (Canmore Area Mountain Bike Association),Building maintaining and advocating for mountain biking in Canmore area for all abilities. Canmore AB Canada.,https://directories.onepercentfortheplanet.org/profile/canmore-and-area-mountain-bike-association,36
TODOS SOMOS MEXICALI,Toxics & Pollution focused organization in Mexicali Mexico.,https://directories.onepercentfortheplanet.org/profile/todos-somos-mexicali,36
Green Forests Work,Nonprofit tree planting organization focused on restoring previously mined lands. Lexington KY.,https://directories.onepercentfortheplanet.org/profile/green-forests-work,36
Randalls Island Park Alliance,Freshwater Ecosystems focused organization in New York NY.,https://directories.onepercentfortheplanet.org/profile/the-randalls-island-park-alliance-inc,36
LIVE,Third-party certification of sustainable winegrowing in the Pacific Northwest. Portland OR.,https://directories.onepercentfortheplanet.org/profile/live-certification,37
Vermont Parks Forever,The Foundation for Vermonts 55 State Parks. Montpelier VT.,https://directories.onepercentfortheplanet.org/profile/vermont-parks-forever,37
Makuyuni e.V.,Freshwater Ecosystems focused organization in Cologne Germany.,https://directories.onepercentfortheplanet.org/profile/makuyuni-ev,37
Montana Freshwater Partners,Restoring enhancing and protecting Montanas rivers and wetlands through science-based programs. Livingston MT.,https://directories.onepercentfortheplanet.org/profile/montana-freshwater-partners,37
PEOPLE IN NEED SLOVAKIA,Climate Adaptation focused organization in Bratislava Slovakia.,https://directories.onepercentfortheplanet.org/profile/people-in-need-slovakia,37
Protect Our Future,Empowering young people with science-based knowledge to protect our future. Portsmouth UK.,https://directories.onepercentfortheplanet.org/profile/1851-trust,37
SEA Plastics,Association of engineering students studying microplastic pollution through sailing expedition. Palaiseau France.,https://directories.onepercentfortheplanet.org/profile/sea-plastics,37
The Womens Center of Wake County,Food Systems focused organization in Raleigh NC.,https://directories.onepercentfortheplanet.org/profile/the-womens-center-of-wake-county,37
Kanu Hawaii,Providing tools for people to connect and build more compassionate resilient communities. Honolulu HI.,https://directories.onepercentfortheplanet.org/profile/kanu-hawaii,37
Charles River Conservancy Inc.,Making the Charles River and its parks well-maintained network of natural urban places. Cambridge MA.,https://directories.onepercentfortheplanet.org/profile/charles-river-conservancy-inc,37
PADDLE FOR PEACE,Introducing BIPOC community to ocean conservation and beach recreation. San Diego CA.,https://directories.onepercentfortheplanet.org/profile/paddle-for-peace,37
City of Good,Creating a more prosperous future for all. Boise ID.,https://directories.onepercentfortheplanet.org/profile/city-of-good,37
Energy and Climate Policy Institute for Just Transition,Climate Adaptation focused organization in Seoul Republic of Korea.,https://directories.onepercentfortheplanet.org/profile/energy-and-climate-policy-institute-for-just-transition,37
The Ember Alliance,Creating fire resilient society through socially just fire management. Fort Collins CO.,https://directories.onepercentfortheplanet.org/profile/the-ember-alliance,37
London Wildlife Trust,A London alive with nature where everyone can experience wildlife. London UK.,https://directories.onepercentfortheplanet.org/profile/london-wildlife-trust,37
Maine Adaptive Sports & Recreation,Providing quality adaptive programming and instruction for sports year-round. Bethel ME.,https://directories.onepercentfortheplanet.org/profile/maine-adaptive-sports-recreation,37
Helping Rhinos,Protecting rhinos by protecting wildlife preserving habitats and providing for communities. Burgess Hill UK.,https://directories.onepercentfortheplanet.org/profile/helping-rhinos,37
SolarBuddy (USA),Dedicated to illuminating the future of children by ending energy poverty. San Francisco CA.,https://directories.onepercentfortheplanet.org/profile/solarbuddy-usa,37
Habitat for Humanity International,Partnering with families to build disaster-resilient energy-efficient housing worldwide. Atlanta GA.,https://directories.onepercentfortheplanet.org/profile/habitat-for-humanity-international,37
Partners for Climate Action Hudson Valley,Cultivating ecological leadership and advancing ecological repair. Chatham NY.,https://directories.onepercentfortheplanet.org/profile/partners-for-climate-action-hudson-valley,37
Whakatipu Reforestation Trust,Growing and planting native plants for local revegetation projects. Queenstown New Zealand.,https://directories.onepercentfortheplanet.org/profile/whakatipu-reforestation-trust,38
Chumpy Pullin Foundation,Climate Adaptation focused organization in Stanwell Park NSW Australia.,https://directories.onepercentfortheplanet.org/profile/chumpy-pullin-foundation,38
The Hygiene Bank,Working with communities across the UK to give equal access to hygiene essentials. London UK.,https://directories.onepercentfortheplanet.org/profile/the-hygiene-bank,38
Keep Sedona Beautiful Inc.,All volunteer organization committed to environmental protection of Sedona and Verde Valley. Sedona AZ.,https://directories.onepercentfortheplanet.org/profile/keep-sedona-beautiful-inc,38
Zoo Miami Foundation,Fostering community pride and secure financial support for Zoo Miami. Miami FL.,https://directories.onepercentfortheplanet.org/profile/zoo-miami-foundation,38
The Greenway Foundation,Freshwater Ecosystems focused organization in Denver CO.,https://directories.onepercentfortheplanet.org/profile/the-greenway-foundation,38
Colorado Avian Research and Rehabilitation Institute,Biodiversity & Wildlife focused organization in Estes Park CO.,https://directories.onepercentfortheplanet.org/profile/colorado-avian-research-and-rehabilitation-institute,38
Seed to Table Oregon,Non-profit educational farm providing locally grown produce and farm-based education. Sisters OR.,https://directories.onepercentfortheplanet.org/profile/seed-to-table-oregon,38
Grupo Puntacana Foundation,Non-profit protecting natural resources of Punta Cana region and coral reef restoration. Dominican Republic.,https://directories.onepercentfortheplanet.org/profile/grupo-puntacana-foundation,38
Teens to Trails,Connecting Maine youth to the outdoors for social and environmental benefit. Brunswick ME.,https://directories.onepercentfortheplanet.org/profile/teens-to-trails,38
Kindernothilfe Austria,Enabling girls and boys in 30 countries access to education medical care and nutrition. Vienna Austria.,https://directories.onepercentfortheplanet.org/profile/kindernothilfe-austria,38
Instituto Terra,Bringing devastated land back to life with reforestation in Brazil. Aimores Brazil.,https://directories.onepercentfortheplanet.org/profile/instituto-terra,38
Ohio Ocean Foundation,Freshwater Ecosystems focused organization in Canton OH.,https://directories.onepercentfortheplanet.org/profile/ohio-ocean-foundation,38
Warrior Surf Foundation,Promoting physical and mental wellness for Veterans through adaptive surf therapy. Folly Beach SC.,https://directories.onepercentfortheplanet.org/profile/warrior-surf-foundation,38
Landwirtschaft mit Zukunft,Food Systems focused organization in Bern Switzerland.,https://directories.onepercentfortheplanet.org/profile/landwirtschaft-mit-zukunft,38
Jenkins Arboretum & Gardens,Free-admission botanical garden connecting people to plants and place. Devon PA.,https://directories.onepercentfortheplanet.org/profile/jenkins-arboretum-gardens,38
Make A Difference (MAD) Travel,Working with communities to restore ecosystems through sustainable tourism. Subic Bay Philippines.,https://directories.onepercentfortheplanet.org/profile/make-a-difference-mad-travel,38
Waukesha County Land Conservancy,Protecting restoring and conserving land and water since 1992. Brookfield WI.,https://directories.onepercentfortheplanet.org/profile/waukesha-county-land-conservancy,38
Food4Kids Hamilton,Food Systems focused organization in Stoney Creek ON Canada.,https://directories.onepercentfortheplanet.org/profile/food4kids-hamilton,38
Mzuzah Charitable Inc,Inspiring empowering and providing tools for sustainability of next generation leaders. Houston TX.,https://directories.onepercentfortheplanet.org/profile/mzuzah-charitable-inc,38
NSU Marine Environmental Education Center,Providing outstanding marine education with focus on endangered sea turtles. Hollywood FL.,https://directories.onepercentfortheplanet.org/profile/nsu-marine-environmental-education-center,39
